
mm/dd,2022:LWG:gaspct (%),2021:LWG:gaspct (%),2020:LWG:gaspct (%),2019:LWG:gaspct (%),2018:LWG:gaspct (%),2017:LWG:gaspct (%),2016:LWG:gaspct (%),2015:LWG:gaspct (%),2014:LWG:gaspct (%),2013:LWG:gaspct (%),2012:LWG:gaspct (%),2011:LWG:gaspct (%),2010:LWG:gaspct (%),2009:LWG:gaspct (%),2008:LWG:gaspct (%),2007:LWG:gaspct (%),2006:LWG:gaspct (%),2005:LWG:gaspct (%),2004:LWG:gaspct (%),2003:LWG:gaspct (%),2002:LWG:gaspct (%),2001:LWG:gaspct (%),2000:LWG:gaspct (%),1999:LWG:gaspct (%),1998:LWG:gaspct (%),2022:LWG:outflow (kcfs),2021:LWG:outflow (kcfs),2020:LWG:outflow (kcfs),2019:LWG:outflow (kcfs),2018:LWG:outflow (kcfs),2017:LWG:outflow (kcfs),2016:LWG:outflow (kcfs),2015:LWG:outflow (kcfs),2014:LWG:outflow (kcfs),2013:LWG:outflow (kcfs),2012:LWG:outflow (kcfs),2011:LWG:outflow (kcfs),2010:LWG:outflow (kcfs),2009:LWG:outflow (kcfs),2008:LWG:outflow (kcfs),2007:LWG:outflow (kcfs),2006:LWG:outflow (kcfs),2005:LWG:outflow (kcfs),2004:LWG:outflow (kcfs),2003:LWG:outflow (kcfs),2002:LWG:outflow (kcfs),2001:LWG:outflow (kcfs),2000:LWG:outflow (kcfs),1999:LWG:outflow (kcfs),1998:LWG:outflow (kcfs),2022:LWG:spillpct (%),2021:LWG:spillpct (%),2020:LWG:spillpct (%),2019:LWG:spillpct (%),2018:LWG:spillpct (%),2017:LWG:spillpct (%),2016:LWG:spillpct (%),2015:LWG:spillpct (%),2014:LWG:spillpct (%),2013:LWG:spillpct (%),2012:LWG:spillpct (%),2011:LWG:spillpct (%),2010:LWG:spillpct (%),2009:LWG:spillpct (%),2008:LWG:spillpct (%),2007:LWG:spillpct (%),2006:LWG:spillpct (%),2005:LWG:spillpct (%),2004:LWG:spillpct (%),2003:LWG:spillpct (%),2002:LWG:spillpct (%),2001:LWG:spillpct (%),2000:LWG:spillpct (%),1999:LWG:spillpct (%),1998:LWG:spillpct (%),2022:LWG:tempc (C),2021:LWG:tempc (C),2020:LWG:tempc (C),2019:LWG:tempc (C),2018:LWG:tempc (C),2017:LWG:tempc (C),2016:LWG:tempc (C),2015:LWG:tempc (C),2014:LWG:tempc (C),2013:LWG:tempc (C),2012:LWG:tempc (C),2011:LWG:tempc (C),2010:LWG:tempc (C),2009:LWG:tempc (C),2008:LWG:tempc (C),2007:LWG:tempc (C),2006:LWG:tempc (C),2005:LWG:tempc (C),2004:LWG:tempc (C),2003:LWG:tempc (C),2002:LWG:tempc (C),2001:LWG:tempc (C),2000:LWG:tempc (C),1999:LWG:tempc (C),1998:LWG:tempc (C)
4/29,102.640,NA,103.527,104.547,104.070,105.264,103.751,101.231,99.622,104.032,106.881,104.380,102.653,101.789,103.976,102.874,107.651,102.544,103.294,103.385,103.859,101.778,104.331,104.164,104.758,44.450,47.308,88.221,136.388,115.550,124.975,96.679,47.813,71.333,60.713,155.367,91.988,60.117,87.788,66.675,60.308,126.683,54.433,55.150,72.688,61.958,58.921,99.754,108.146,83.654,63.198,63.246,64.875,32.948,28.797,28.702,21.260,42.336,28.709,33.477,39.847,22.018,33.837,23.333,30.521,33.059,32.946,0.000,31.349,28.266,37.142,0.000,24.878,31.851,20.128,10.230,NA,10.906,9.751,11.228,10.509,10.561,10.492,8.699,9.883,8.556,9.845,9.910,8.693,8.938,10.414,10.908,12.013,12.286,9.135,9.852,12.281,10.715,10.050,10.829
4/30,102.619,NA,103.438,105.509,103.037,106.858,102.369,102.027,100.877,102.433,107.759,103.363,100.746,101.139,103.520,103.278,106.322,102.656,102.536,103.676,103.239,101.022,104.982,104.998,104.582,44.383,55.350,94.013,122.575,118.458,119.988,94.646,50.967,65.704,63.583,135.821,90.554,59.467,81.725,71.250,71.158,138.646,54.438,53.700,73.142,51.221,54.688,88.283,100.200,90.329,63.077,63.159,62.846,34.302,28.051,34.184,21.752,40.018,31.156,31.796,31.972,22.284,34.305,25.008,28.673,28.112,39.898,4.945,29.370,28.033,44.115,0.000,24.500,34.335,26.034,10.468,NA,11.032,9.750,10.443,10.462,10.517,10.603,8.800,10.425,8.688,9.803,10.114,8.622,9.445,10.782,11.301,12.577,12.371,9.040,9.722,12.151,11.303,9.713,11.242
5/1,101.392,NA,103.081,105.563,104.041,106.280,102.378,104.186,103.069,100.754,105.332,103.339,100.031,102.128,101.577,103.348,105.781,102.262,102.171,103.356,102.971,99.135,105.743,105.481,103.594,42.888,65.563,114.463,115.942,111.196,123.308,85.021,52.504,66.100,61.571,137.333,88.413,65.325,79.029,68.154,83.558,153.113,52.021,50.254,71.371,62.225,67.750,92.513,98.788,100.604,66.997,62.294,53.904,35.941,29.936,28.489,24.298,38.568,30.837,32.862,34.163,22.814,31.369,25.935,29.969,23.861,43.296,0.000,28.364,28.729,68.535,0.000,24.393,34.913,33.601,10.019,NA,11.019,9.878,9.741,10.733,10.420,11.041,8.957,10.427,9.300,9.520,10.045,8.575,10.045,11.405,11.224,12.166,12.589,9.521,9.611,11.485,11.073,9.179,11.283
5/2,102.194,NA,102.929,105.151,104.498,105.920,103.611,103.521,104.996,100.959,103.632,105.216,99.743,103.726,100.556,103.170,105.033,102.633,102.278,104.780,104.769,98.799,106.828,106.221,NA,44.738,79.225,114.129,108.813,91.183,118.354,84.946,54.058,73.708,59.433,130.800,84.921,59.408,74.929,63.504,87.521,143.088,48.071,50.550,67.063,73.867,59.758,91.954,102.883,101.892,63.342,65.057,53.503,39.081,42.159,38.134,24.094,37.182,27.677,34.254,29.205,23.645,34.605,27.370,32.045,22.818,40.168,8.538,25.196,20.730,72.287,0.000,24.242,33.521,31.136,9.823,NA,10.523,9.940,9.617,11.279,10.361,11.124,9.393,10.527,9.645,9.510,9.671,9.005,9.933,11.607,10.805,11.541,12.185,10.318,10.100,10.218,11.093,9.688,NA
5/3,101.763,NA,103.131,105.062,104.397,106.026,104.460,102.967,105.497,101.226,104.891,104.715,101.181,102.723,101.310,102.136,105.779,103.516,103.049,104.076,102.610,100.552,106.345,105.502,NA,46.650,79.167,104.454,103.600,98.325,112.063,86.071,54.479,78.150,53.729,122.029,85.717,58.775,76.879,62.350,94.113,133.608,45.754,60.229,65.942,71.775,55.983,97.904,103.646,111.142,63.630,65.058,58.602,38.666,35.317,31.307,23.798,36.987,36.831,37.821,23.983,23.571,34.893,26.660,32.592,21.260,37.348,0.000,18.628,31.682,80.274,0.000,23.918,33.288,23.813,9.899,NA,9.885,9.985,9.595,11.327,10.699,11.239,10.137,9.985,9.752,9.594,9.303,9.374,9.150,11.401,10.621,11.122,11.692,9.940,10.230,10.175,11.343,9.746,NA
5/4,102.519,NA,102.944,105.724,104.372,107.413,104.486,103.890,104.540,103.086,104.114,104.261,100.277,102.807,102.533,101.459,106.253,105.682,104.737,103.518,102.209,102.596,104.564,103.292,NA,49.996,74.688,103.913,104.025,89.917,109.996,82.921,55.658,89.288,55.313,113.946,87.079,62.629,85.908,62.729,88.792,129.292,49.417,70.617,63.200,86.771,50.133,96.563,108.879,119.179,64.289,65.858,59.281,40.075,38.563,20.194,24.401,36.428,23.044,36.550,36.081,23.135,32.712,23.921,32.441,22.525,36.776,0.000,13.739,41.588,29.688,0.000,24.634,31.522,26.207,10.067,NA,10.044,10.427,9.840,11.596,11.385,11.599,11.099,9.890,10.008,9.922,9.047,9.736,9.070,10.892,10.548,11.700,12.219,9.734,10.579,10.362,11.474,9.758,NA
5/5,103.309,NA,103.690,106.412,104.758,108.291,104.159,102.804,102.882,105.956,102.384,105.543,101.016,102.044,103.844,101.057,106.843,105.768,103.288,102.245,101.967,102.212,103.850,101.723,105.146,55.454,70.888,94.196,104.450,98.708,121.054,94.163,62.442,101.417,54.342,103.863,90.033,55.504,88.221,73.846,81.329,117.596,59.967,78.525,65.671,76.371,50.425,99.263,100.925,124.367,66.376,64.233,64.984,39.457,35.074,33.143,21.824,32.464,24.992,37.126,43.158,22.325,36.619,23.095,27.377,24.443,30.737,0.000,11.398,31.204,32.337,0.000,24.212,33.878,24.886,10.107,NA,10.217,11.070,10.585,12.116,11.998,11.900,11.448,10.105,9.974,10.215,9.174,9.790,9.560,10.279,10.677,11.558,12.458,9.856,10.599,9.557,10.897,9.963,12.583
5/6,103.247,NA,104.225,105.827,104.920,105.621,103.858,102.628,102.834,106.110,102.209,106.539,100.142,101.604,103.547,101.634,106.868,104.497,102.640,101.433,101.350,102.446,104.817,103.159,104.681,65.108,70.604,86.867,110.350,111.117,144.408,102.658,67.313,104.125,61.079,97.763,85.983,52.483,108.900,83.842,71.892,119.904,66.063,85.050,73.383,70.513,45.521,96.121,98.825,126.571,67.733,63.871,64.260,37.653,31.202,49.331,25.168,30.139,34.826,33.222,24.213,23.411,39.203,18.909,23.974,27.750,32.039,0.000,3.576,18.573,24.032,0.000,24.037,35.121,26.033,10.204,NA,10.277,11.765,11.341,12.678,12.527,12.293,11.097,10.216,10.173,10.534,9.397,9.884,10.108,9.885,11.163,11.556,12.530,9.840,10.254,9.524,10.760,10.054,12.438
5/7,103.349,NA,103.012,105.235,103.650,104.073,104.374,102.369,103.591,105.479,103.707,106.572,99.859,100.602,102.882,102.363,105.911,102.565,101.984,102.039,101.346,104.309,104.308,104.259,104.353,105.442,73.500,90.546,102.842,137.413,161.408,110.129,65.704,93.900,66.792,99.121,87.283,52.917,107.167,86.575,67.121,120.983,78.933,80.833,70.008,72.400,43.633,89.388,91.171,126.621,53.177,63.741,65.312,39.430,26.644,49.228,19.829,30.814,22.870,30.256,22.922,23.176,38.803,19.281,23.424,29.660,32.704,3.938,0.000,29.002,30.864,0.000,24.812,37.866,24.743,10.388,NA,10.273,12.454,11.521,11.952,12.817,12.342,10.727,10.738,10.463,10.873,9.353,10.055,10.628,9.538,11.829,11.593,12.260,9.905,9.667,10.810,10.646,10.300,12.383
5/8,101.538,NA,102.643,104.735,104.209,105.541,105.165,102.398,104.392,104.491,105.611,105.754,101.493,100.704,101.856,104.407,104.604,103.180,101.893,102.717,101.678,103.151,105.206,104.644,104.440,118.013,81.538,87.175,109.292,140.050,170.800,116.825,65.092,87.892,75.925,93.517,94.913,51.163,107.475,101.083,66.488,124.238,82.992,78.871,70.383,68.650,48.546,83.171,96.013,128.600,50.789,66.130,66.595,37.213,24.069,46.602,23.604,31.180,23.106,25.645,31.006,24.654,40.085,19.117,32.222,29.930,32.585,0.000,0.000,29.023,35.804,0.000,25.475,36.009,25.036,10.500,NA,10.470,12.722,11.102,10.983,12.768,12.053,10.329,11.131,10.866,11.005,9.175,9.912,10.609,9.614,12.002,11.538,12.190,9.690,9.665,11.232,10.734,10.625,12.363
5/9,101.226,NA,104.214,103.838,105.453,107.817,104.020,102.193,104.370,103.791,105.521,104.563,101.998,101.907,101.442,104.518,103.822,102.803,102.132,102.938,102.551,102.567,105.523,103.586,103.611,99.963,75.458,82.613,112.796,141.088,167.725,120.421,57.479,83.304,92.696,93.483,101.658,49.671,98.867,97.450,68.288,116.563,78.017,75.221,67.967,64.038,48.958,76.313,93.283,131.238,60.848,65.202,64.488,37.343,24.769,45.747,25.954,35.172,24.394,19.697,45.596,24.383,41.465,20.819,29.075,28.995,27.489,7.942,0.000,30.232,38.688,0.000,25.040,37.203,26.450,9.772,NA,10.497,12.420,10.593,10.850,12.444,11.765,10.068,11.680,11.178,11.037,9.110,9.946,10.179,9.767,11.487,11.222,12.022,9.590,9.505,11.387,10.848,10.633,12.267
5/10,101.347,NA,105.647,104.378,105.331,108.934,102.337,102.955,103.294,103.839,103.310,103.757,102.788,103.343,102.348,104.983,104.869,101.485,103.229,103.056,102.232,103.086,105.032,104.084,103.466,85.983,69.208,83.050,106.379,157.229,164.642,116.925,53.267,86.700,100.417,96.583,101.288,50.125,87.792,94.129,77.700,108.238,89.792,73.196,66.542,60.879,53.175,79.633,95.871,130.408,65.851,64.865,64.284,39.145,30.674,44.903,24.749,37.930,26.245,20.286,27.304,19.795,40.873,23.322,26.227,25.472,23.355,6.329,0.000,39.731,40.832,0.000,25.078,34.860,25.781,9.073,NA,10.854,11.956,10.768,11.014,12.312,11.733,10.150,12.100,11.328,10.868,9.252,10.013,9.833,10.632,11.262,10.849,11.940,9.789,9.208,11.690,10.848,10.367,12.046
5/11,101.465,NA,105.918,105.193,104.658,108.477,103.062,103.844,102.225,104.226,102.111,104.399,102.444,104.315,102.843,104.065,106.596,101.425,102.391,103.981,103.983,105.246,103.323,104.827,104.383,77.158,63.096,96.300,109.163,156.183,166.133,97.854,51.338,83.833,108.233,101.379,99.379,51.033,78.525,89.654,92.654,99.654,98.954,71.979,63.696,56.442,56.179,81.946,88.800,123.567,65.369,65.813,61.808,38.311,33.147,45.388,20.894,39.339,24.130,18.779,19.855,20.171,40.137,25.952,22.889,21.352,20.391,13.710,0.000,32.250,28.499,0.000,24.961,38.868,23.628,8.881,NA,11.282,11.958,10.401,11.654,11.833,11.806,10.440,12.131,11.733,10.591,9.672,10.168,9.788,11.906,11.267,10.641,11.659,10.459,9.958,12.401,10.875,9.992,11.800
5/12,102.069,NA,105.074,105.425,105.664,106.730,105.258,104.079,101.733,105.210,102.894,103.867,101.828,104.126,102.113,NA,105.963,101.956,102.068,103.383,104.901,105.424,102.592,105.525,106.128,68.408,59.267,102.358,115.863,140.288,178.663,91.696,52.921,77.079,114.613,97.504,104.538,47.142,82.504,88.450,93.771,101.713,89.446,72.850,65.113,56.117,54.896,78.504,87.163,122.654,64.655,63.997,61.781,35.933,32.068,48.940,22.266,38.091,26.374,17.726,20.777,21.240,43.459,24.994,23.403,21.102,19.954,5.008,0.000,21.312,39.995,0.000,25.567,40.542,23.807,8.955,NA,11.763,11.950,9.845,12.151,11.293,11.893,10.438,11.754,11.822,10.773,10.375,10.506,9.655,12.617,11.372,10.823,11.528,10.662,10.201,12.678,11.155,10.042,12.454
5/13,102.539,NA,103.561,104.982,106.288,106.417,105.715,103.936,102.451,105.290,104.141,103.679,102.101,102.965,101.895,NA,104.560,104.554,101.385,104.131,104.835,103.793,103.645,105.466,105.212,68.104,58.250,111.692,123.575,126.254,183.154,86.942,51.204,72.917,125.004,95.379,118.892,51.629,84.308,87.063,99.738,99.875,84.913,64.308,72.296,55.608,61.888,72.750,86.296,125.458,64.301,63.312,57.237,34.655,26.593,50.019,23.478,39.832,27.949,19.356,21.122,28.640,39.472,24.054,23.752,19.936,20.380,1.737,0.000,28.886,41.960,0.000,25.613,40.841,23.344,9.122,NA,12.033,12.035,9.744,11.703,11.117,12.225,10.267,11.528,11.610,11.420,11.164,10.873,9.757,12.358,11.585,11.706,11.297,11.207,9.994,12.487,11.161,10.254,12.504
5/14,103.345,NA,102.390,104.347,106.238,107.175,105.580,103.662,103.501,104.586,105.357,105.355,102.425,102.558,101.294,102.538,104.682,104.235,101.355,103.957,103.501,103.730,106.342,105.356,103.855,66.621,61.954,111.846,126.817,118.958,173.138,91.421,57.892,70.258,137.079,101.050,139.238,52.079,89.567,76.571,100.054,105.383,84.600,59.229,78.096,64.533,71.442,70.938,86.654,117.513,64.469,62.990,57.337,32.485,27.285,47.489,22.214,35.044,28.929,21.548,19.986,35.180,38.931,22.837,26.920,19.706,23.632,0.000,0.000,33.757,26.388,0.000,25.098,40.934,24.859,9.464,NA,11.397,12.168,10.479,10.655,11.235,12.791,10.126,11.399,11.518,11.434,11.830,10.959,9.818,12.146,12.021,11.400,10.690,11.145,9.905,12.595,11.467,10.721,12.325
5/15,103.580,NA,102.833,104.672,105.941,108.474,104.350,102.798,105.269,104.806,105.899,106.542,102.805,102.019,101.894,103.040,105.777,104.628,102.869,102.991,104.062,102.893,107.687,103.858,102.725,67.054,68.758,101.525,136.138,123.996,159.175,95.975,56.225,72.783,133.238,106.704,173.975,56.342,95.042,79.417,92.908,119.529,83.913,57.954,78.488,68.379,79.104,69.846,83.450,126.958,64.736,63.229,63.765,33.104,25.078,43.176,21.342,35.905,27.994,18.817,19.040,47.524,36.659,21.530,25.818,21.154,32.977,0.000,0.000,26.140,32.667,0.000,25.592,42.041,25.514,10.173,NA,10.519,12.098,11.107,10.477,11.748,12.785,10.454,10.986,11.825,11.733,12.220,10.347,9.984,12.025,12.493,11.674,10.737,10.830,10.535,12.543,11.828,10.721,11.975
5/16,103.072,NA,103.909,105.981,105.617,108.852,102.394,102.193,105.615,106.043,105.821,104.475,103.473,102.629,102.985,104.814,106.419,104.123,103.342,102.613,104.363,101.606,107.128,104.683,104.134,73.758,74.592,98.442,141.800,133.342,149.788,102.446,59.538,87.825,115.588,120.154,202.296,60.283,96.446,96.738,90.046,131.213,91.592,56.121,86.717,65.408,91.779,62.875,81.113,123.479,66.710,63.250,65.961,32.643,23.283,39.787,19.889,34.124,31.137,19.779,24.600,54.526,34.027,21.389,27.829,21.929,40.423,7.843,0.000,15.760,37.699,0.000,26.812,43.353,23.692,10.608,NA,10.213,11.972,11.459,10.713,12.212,12.725,11.046,10.802,12.290,11.110,12.605,10.501,10.198,11.785,12.991,11.673,10.696,11.223,11.726,12.115,12.008,10.796,11.804
5/17,102.459,NA,105.103,105.182,104.543,106.111,101.710,102.421,105.481,105.948,105.490,105.794,103.731,103.600,104.485,105.013,106.264,102.938,104.277,101.282,104.221,101.906,104.665,105.853,105.048,93.646,82.558,93.958,144.254,146.933,141.633,94.679,71.067,98.683,101.633,133.042,190.363,65.529,99.250,120.792,85.800,150.496,122.263,68.046,89.863,65.729,88.150,66.642,82.679,126.017,63.929,64.096,65.792,31.943,26.486,36.326,21.626,28.617,29.469,20.191,36.508,52.050,31.405,20.781,41.466,22.941,43.620,29.827,0.000,22.769,21.680,0.000,26.647,42.698,23.185,11.028,NA,10.276,11.566,11.781,10.902,11.938,13.042,11.719,10.828,12.544,9.937,12.898,10.895,10.623,11.979,13.066,11.635,11.894,11.346,11.750,11.225,12.523,10.979,11.863
5/18,102.471,NA,104.865,103.994,104.269,104.477,103.580,102.344,104.611,104.878,104.506,106.594,103.199,105.113,105.206,104.423,106.114,102.630,103.063,100.470,104.633,102.486,103.885,105.862,104.627,105.550,87.975,96.963,163.913,152.967,130.579,89.333,71.671,117.029,97.913,129.933,173.013,77.142,107.063,148.379,92.400,165.258,122.488,65.088,83.396,70.104,82.542,68.642,82.038,127.579,61.511,64.763,65.953,34.439,28.822,31.935,22.859,28.568,31.413,27.367,35.050,48.409,24.889,19.261,51.933,21.424,48.548,29.690,0.000,31.671,27.275,0.000,25.179,42.882,28.420,11.563,NA,10.440,11.245,11.486,10.801,11.893,12.899,12.083,10.882,12.184,9.603,13.154,11.433,11.295,12.378,12.613,11.376,12.032,10.703,11.653,10.830,13.388,11.063,12.208
5/19,102.249,NA,103.325,105.332,104.760,105.768,104.998,102.645,103.850,103.793,104.578,105.792,102.441,104.769,105.519,103.714,106.639,102.525,102.506,101.248,104.775,103.307,103.127,105.909,106.477,108.775,90.171,112.563,146.908,153.317,123.342,93.000,63.646,124.508,89.163,112.854,159.283,92.325,139.025,176.467,91.129,174.554,118.013,66.954,84.646,78.129,75.463,72.817,88.063,127.533,59.802,63.209,63.024,32.702,28.517,29.569,21.931,32.229,27.204,27.814,28.617,41.566,20.385,21.992,58.937,21.723,51.603,27.953,0.000,24.194,30.553,0.000,24.903,40.085,23.889,11.501,NA,10.745,10.747,11.140,10.709,12.341,12.243,11.669,11.028,11.607,10.009,13.305,12.252,11.058,12.905,12.272,11.125,12.249,10.637,11.745,10.866,14.028,11.442,12.575
5/20,101.577,NA,102.383,106.021,105.824,106.923,105.408,103.886,103.694,104.126,105.845,106.119,101.278,102.537,106.464,103.320,106.931,102.740,103.425,102.176,103.644,102.827,103.044,105.576,107.598,104.483,82.358,114.379,131.117,149.688,116.796,106.717,64.075,118.508,83.850,106.792,158.213,105.792,161.546,196.733,88.475,185.146,134.813,75.417,72.700,97.383,68.950,76.546,88.879,126.138,62.989,65.147,57.368,32.033,28.011,29.021,19.124,31.799,23.965,24.801,20.125,35.012,19.484,36.161,64.435,22.285,55.998,35.710,0.000,19.019,27.268,0.000,25.633,39.881,25.769,10.834,NA,10.756,10.775,11.323,11.338,13.340,12.168,10.763,10.946,11.239,10.901,12.902,12.073,10.348,13.244,11.885,11.111,12.763,10.298,11.778,10.862,14.008,11.763,13.108
5/21,102.128,NA,102.712,105.099,105.915,106.138,103.653,104.659,105.247,105.969,106.465,107.009,102.520,104.641,106.124,102.568,107.591,103.200,102.671,103.712,102.549,104.615,104.288,104.352,106.183,92.950,73.763,131.946,125.208,148.046,115.483,94.808,64.600,107.917,75.442,106.479,163.221,104.479,161.588,198.550,87.108,193.913,138.492,77.296,74.250,109.117,62.388,80.342,94.100,122.183,65.022,64.673,51.688,31.937,28.139,35.557,21.557,31.572,19.089,27.367,19.973,36.212,19.681,32.348,53.621,22.759,57.103,37.626,0.000,27.500,36.536,0.000,25.034,37.232,26.122,10.113,NA,10.140,11.095,11.835,11.938,13.577,12.744,10.512,10.790,11.375,11.825,11.741,10.563,9.647,12.988,11.712,11.408,12.722,10.079,11.659,12.143,13.885,11.896,13.288
5/22,102.967,NA,102.736,103.620,105.938,105.848,102.319,104.627,105.974,105.269,105.798,106.741,102.667,107.261,107.379,101.714,108.517,104.077,103.363,105.902,101.039,105.048,104.426,104.576,105.019,91.233,66.554,132.088,122.383,147.788,114.517,90.154,64.325,114.133,77.467,116.900,170.333,90.029,143.642,183.788,85.442,178.254,126.433,83.442,72.046,111.983,60.058,86.533,112.938,142.213,65.300,65.241,58.676,32.708,26.446,39.059,22.665,31.591,21.725,26.425,26.422,35.012,22.956,25.819,57.382,23.193,53.542,32.214,0.000,36.690,37.290,0.000,25.096,34.809,28.874,9.890,NA,9.981,11.354,11.895,12.350,12.796,13.347,10.995,10.852,11.512,12.120,11.109,10.480,8.978,12.553,11.647,11.303,12.779,10.237,11.003,12.616,13.526,12.592,13.292
5/23,103.915,NA,102.882,103.464,106.785,107.120,102.319,103.561,105.848,104.001,104.400,106.380,102.635,107.505,108.331,101.682,106.582,104.911,102.513,106.213,101.621,106.463,104.543,106.240,104.148,82.850,62.433,123.804,125.429,154.642,123.050,82.850,64.283,127.992,77.729,137.642,182.408,81.217,137.358,155.388,75.017,178.079,122.196,84.208,79.208,102.400,61.975,99.371,115.642,171.579,64.217,64.742,48.884,32.093,29.814,35.355,24.552,31.683,29.979,26.320,34.474,40.881,25.405,31.008,55.281,26.233,53.129,29.925,0.000,25.860,34.420,0.000,23.863,30.226,39.282,10.136,NA,10.019,11.278,12.198,12.897,12.021,13.794,11.388,11.165,11.424,11.926,10.638,10.718,8.718,12.147,11.673,11.856,12.653,11.233,9.785,13.443,13.508,13.217,12.533
5/24,103.814,NA,103.524,104.658,105.907,107.122,102.855,103.232,105.324,102.230,104.297,106.315,102.510,106.689,106.686,102.980,106.462,104.246,101.709,106.407,103.521,106.539,104.549,107.238,105.302,79.896,60.721,103.596,117.558,157.688,140.467,84.458,67.554,137.746,71.063,123.329,187.513,74.350,144.729,136.238,74.125,171.604,117.450,89.667,94.533,99.196,64.683,95.000,130.954,174.350,64.589,65.271,56.888,40.551,31.426,36.680,24.164,30.309,33.758,28.801,25.386,41.124,27.662,39.473,51.002,26.695,52.092,26.855,0.000,21.690,25.030,0.000,24.228,33.121,39.915,10.254,NA,10.134,11.577,12.370,13.446,11.792,14.283,11.859,11.260,11.090,11.604,10.290,11.264,8.757,11.706,12.198,11.921,12.380,11.589,9.467,13.679,13.769,12.858,11.821
5/25,104.266,NA,104.063,104.766,105.914,105.245,103.227,103.174,105.732,102.702,105.680,106.752,103.060,105.783,105.456,103.906,107.288,104.973,101.917,104.719,105.003,107.179,104.335,106.131,106.431,79.742,59.367,101.275,119.679,162.438,158.613,78.550,66.250,148.946,68.933,109.946,195.854,73.738,164.300,130.013,73.342,162.558,101.404,86.996,120.888,92.217,69.846,92.025,153.608,161.617,63.627,64.213,58.187,34.387,34.370,43.085,25.960,30.818,38.859,37.832,23.519,43.415,27.971,34.543,45.931,27.156,47.462,16.037,0.000,24.348,23.419,0.000,23.476,36.565,35.459,10.475,NA,10.410,11.788,12.104,13.314,11.727,14.506,11.774,11.105,10.940,11.017,10.553,11.891,9.331,11.495,12.308,12.323,12.090,12.462,9.653,14.456,13.603,12.475,11.721
5/26,104.471,NA,104.353,104.496,105.984,105.272,103.219,103.333,106.503,103.516,105.780,106.632,103.672,106.474,105.630,104.708,107.277,105.892,103.713,103.143,105.527,106.114,104.542,105.254,105.970,84.958,60.892,101.129,117.508,174.279,153.529,76.658,63.917,145.542,64.050,96.196,199.204,69.100,163.842,127.446,64.983,157.242,99.046,84.617,146.304,84.142,74.617,92.642,179.363,176.213,64.389,64.082,61.658,34.934,42.231,41.412,26.677,31.851,37.363,31.857,20.986,47.654,29.685,34.510,44.398,30.527,45.253,14.101,0.000,36.505,26.914,0.000,23.860,43.441,40.597,11.023,NA,10.509,11.724,12.450,12.466,12.016,14.889,11.561,11.056,11.065,10.612,10.862,11.712,10.211,11.651,12.411,12.776,12.064,12.842,10.390,15.090,13.126,12.454,11.854
5/27,104.002,NA,103.362,104.707,105.146,106.346,103.329,103.042,106.494,103.476,104.502,106.382,103.420,106.836,105.075,104.269,106.194,107.448,103.726,103.779,105.519,105.227,104.183,107.215,104.612,104.296,68.996,109.496,126.038,176.079,146.850,70.088,64.433,143.046,60.396,82.354,202.229,69.767,157.363,130.400,58.146,142.792,89.038,91.188,155.167,89.496,67.854,87.504,190.013,212.688,61.707,63.452,55.246,32.513,38.214,38.719,29.350,31.693,36.183,33.632,24.528,45.388,29.545,33.691,46.137,34.110,41.973,5.232,4.199,39.595,27.469,0.000,23.504,46.077,51.145,11.622,NA,11.183,12.147,12.775,11.755,12.644,15.008,11.518,11.047,11.188,10.805,11.366,11.444,10.663,12.210,12.530,13.445,12.457,11.980,11.520,15.364,12.762,11.713,11.546
5/28,103.647,NA,103.684,104.540,106.359,107.196,103.374,102.441,106.426,103.974,103.661,106.763,102.565,106.980,104.988,102.849,104.772,108.855,102.516,106.944,103.985,103.473,103.368,108.970,106.880,128.088,68.892,112.913,126.767,164.646,136.996,68.450,67.167,140.558,65.129,77.425,183.500,71.196,157.133,131.121,56.913,129.063,87.404,121.296,156.663,94.546,65.342,86.563,160.617,209.388,51.576,65.151,53.736,32.458,34.278,36.484,30.131,30.304,34.956,31.271,25.998,39.855,28.975,34.581,46.636,35.003,42.922,3.060,23.778,40.020,24.292,0.000,21.172,36.684,50.701,12.313,NA,12.040,12.471,12.525,11.977,13.284,14.817,11.581,11.206,11.045,10.624,11.475,11.592,10.885,12.741,12.616,13.940,12.326,11.463,11.617,15.256,12.655,11.504,11.588
5/29,103.302,NA,105.067,105.042,106.617,107.800,103.269,102.718,105.535,103.843,103.545,107.391,100.995,107.005,104.554,102.063,103.481,106.551,101.266,107.789,103.526,101.388,103.445,108.600,109.122,139.358,68.767,124.696,125.558,160.658,140.600,69.117,63.704,136.867,63.642,81.421,172.096,73.792,160.567,143.713,63.425,124.488,84.579,132.429,171.213,111.213,64.775,89.121,158.038,192.692,45.991,64.948,48.541,32.770,32.328,36.312,29.738,32.016,33.454,31.740,24.651,36.026,28.148,35.346,51.547,31.363,35.954,0.000,29.799,46.014,33.345,0.000,31.282,36.611,46.088,11.833,NA,13.044,12.788,13.248,12.405,13.747,14.674,11.351,11.654,11.065,10.728,11.698,11.828,10.917,12.952,12.312,14.092,11.914,11.992,12.162,15.064,12.902,11.467,11.888
